timestamp,repositorio,tratamento,repeticao,sucesso,tempo_resposta_ms,tamanho_resposta_bytes
2026-06-24T19:02:30.739434,torvalds/linux,GraphQL,18,True,518.3382999994137,176
2026-06-24T19:02:33.240805,nodejs/node,GraphQL,22,True,753.8856000001033,835
2026-06-24T19:02:34.298023,django/django,GraphQL,7,True,608.6127000007764,209
2026-06-24T19:02:38.444223,rails/rails,GraphQL,7,True,669.1657000001214,936
2026-06-24T19:02:47.466406,torvalds/linux,GraphQL,6,True,483.5333999999421,176
2026-06-24T19:02:50.125064,tensorflow/tensorflow,GraphQL,6,True,692.2887000000628,1006
2026-06-24T19:02:52.846949,microsoft/vscode,GraphQL,17,True,716.3036000001739,766
2026-06-24T19:02:53.865997,facebook/react,GraphQL,2,True,668.2498999998643,801
2026-06-24T19:02:56.970091,angular/angular,GraphQL,0,True,649.6829999996407,925
2026-06-24T19:02:59.624723,microsoft/vscode,GraphQL,14,True,688.9115000003585,766
2026-06-24T19:03:02.323443,tensorflow/tensorflow,GraphQL,1,True,714.4464999992124,1006
2026-06-24T19:03:07.073237,angular/angular,GraphQL,4,True,524.5138999998744,925
2026-06-24T19:03:09.462498,tensorflow/tensorflow,GraphQL,15,True,839.7064999999202,1006
2026-06-24T19:03:12.021304,rails/rails,GraphQL,15,True,488.3288000000903,936
2026-06-24T19:03:12.810836,tensorflow/tensorflow,GraphQL,21,True,690.8013000002029,1006
2026-06-24T19:03:17.413656,nodejs/node,GraphQL,5,True,717.4955999998929,835
2026-06-24T19:03:18.431943,tensorflow/tensorflow,GraphQL,5,True,619.9188999999024,1006
2026-06-24T19:03:22.665547,pytorch/pytorch,GraphQL,23,True,649.6306999997614,1020
2026-06-24T19:03:25.467380,angular/angular,GraphQL,6,True,690.1096999999936,925
2026-06-24T19:03:26.459811,tensorflow/tensorflow,GraphQL,12,True,690.1820000002772,1006
2026-06-24T19:03:30.481086,torvalds/linux,GraphQL,27,True,490.62529999991966,176
2026-06-24T19:03:31.273283,pytorch/pytorch,GraphQL,21,True,660.0647000004756,1020
2026-06-24T19:03:35.795250,pytorch/pytorch,GraphQL,25,True,666.2351000004492,1020
2026-06-24T19:03:36.762885,vuejs/vue,GraphQL,9,True,547.3848999999973,990
2026-06-24T19:03:40.691703,django/django,GraphQL,11,True,676.0293999996065,209
2026-06-24T19:03:43.321713,pytorch/pytorch,GraphQL,29,True,614.7828000002846,1020
2026-06-24T19:03:45.900598,pytorch/pytorch,GraphQL,0,True,673.5404000000926,1020
2026-06-24T19:03:46.877113,angular/angular,GraphQL,27,True,553.4424000006766,925
2026-06-24T19:03:49.468387,django/django,GraphQL,28,True,645.7210999997187,209
2026-06-24T19:03:53.761738,pytorch/pytorch,GraphQL,12,True,678.6030999992363,1020
2026-06-24T19:03:54.743814,pytorch/pytorch,GraphQL,14,True,628.5607999998319,1020
2026-06-24T19:03:57.294226,tensorflow/tensorflow,GraphQL,22,True,535.8654000001479,1006
2026-06-24T19:04:00.568743,nodejs/node,GraphQL,21,True,596.7467999998917,835
